Kinases,Interaction,Target Protein
RPS6KA3_HUMAN,phosphorylates,['TP53BP1_HUMAN']
RPS6KA4_HUMAN,phosphorylates,['TP53BP1_HUMAN']
RPS6KA5_HUMAN,phosphorylates,['TP53BP1_HUMAN']
PKC_HUMAN,phosphorylates,['TP53BP1_HUMAN']
ATM_HUMAN,phosphorylates,['TP53BP1_HUMAN']
HIPK4_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CDK5_HUMAN,phosphorylates,['TP53BP1_HUMAN']
PRPK_HUMAN,phosphorylates,['TP53BP1_HUMAN']
AMPK_HUMAN,phosphorylates,['TP53BP1_HUMAN']
NUAK1_HUMAN,phosphorylates,['TP53BP1_HUMAN']
ATM_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CK1_HUMAN,phosphorylates,['TP53BP1_HUMAN']
VRK1_HUMAN,phosphorylates,['TP53BP1_HUMAN']
VRK2_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CHEK2_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CK1_HUMAN,phosphorylates,['TP53BP1_HUMAN']
PLK3_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CDK5_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CDK7_HUMAN,phosphorylates,['TP53BP1_HUMAN']
MAPKAPK5_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CDK5_HUMAN,phosphorylates,['TP53BP1_HUMAN']
DYRK2_HUMAN,phosphorylates,['TP53BP1_HUMAN']
HIPK2_HUMAN,phosphorylates,['TP53BP1_HUMAN']
PKC_HUMAN,phosphorylates,['TP53BP1_HUMAN']
PRKCG_HUMAN,phosphorylates,['TP53BP1_HUMAN']
AURKB_HUMAN,phosphorylates,['TP53BP1_HUMAN']
AURKB_HUMAN,phosphorylates,['TP53BP1_HUMAN']
AURKB_HUMAN,phosphorylates,['TP53BP1_HUMAN']
AURKA_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CDK1_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CDK2_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CK2_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CDK2_HUMAN,phosphorylates,['TP53BP1_HUMAN']
NUAK1_HUMAN,phosphorylates,['TP53BP1_HUMAN']
AURKB_HUMAN,phosphorylates,['TP53BP1_HUMAN']
AURKB_HUMAN,phosphorylates,['TP53BP1_HUMAN']
AURKB_HUMAN,phosphorylates,['TP53BP1_HUMAN']
AURKA_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CDK1_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CDK2_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CDK5_HUMAN,phosphorylates,['TP53BP1_HUMAN']
PRPK_HUMAN,phosphorylates,['TP53BP1_HUMAN']
AMPK_HUMAN,phosphorylates,['TP53BP1_HUMAN']
NUAK1_HUMAN,phosphorylates,['TP53BP1_HUMAN']
ATM_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CK1_HUMAN,phosphorylates,['TP53BP1_HUMAN']
VRK1_HUMAN,phosphorylates,['TP53BP1_HUMAN']
VRK2_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CHEK2_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CK1_HUMAN,phosphorylates,['TP53BP1_HUMAN']
PLK3_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CDK5_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CDK7_HUMAN,phosphorylates,['TP53BP1_HUMAN']
MAPKAPK5_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CDK5_HUMAN,phosphorylates,['TP53BP1_HUMAN']
DYRK2_HUMAN,phosphorylates,['TP53BP1_HUMAN']
HIPK2_HUMAN,phosphorylates,['TP53BP1_HUMAN']
PKC_HUMAN,phosphorylates,['TP53BP1_HUMAN']
PRKCG_HUMAN,phosphorylates,['TP53BP1_HUMAN']
AURKB_HUMAN,phosphorylates,['TP53BP1_HUMAN']
AURKB_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CK2_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CDK2_HUMAN,phosphorylates,['TP53BP1_HUMAN']
NUAK1_HUMAN,phosphorylates,['TP53BP1_HUMAN']
HIPK4_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CDK5_HUMAN,phosphorylates,['TP53BP1_HUMAN']
PRPK_HUMAN,phosphorylates,['TP53BP1_HUMAN']
AMPK_HUMAN,phosphorylates,['TP53BP1_HUMAN']
NUAK1_HUMAN,phosphorylates,['TP53BP1_HUMAN']
ATM_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CK1_HUMAN,phosphorylates,['TP53BP1_HUMAN']
VRK1_HUMAN,phosphorylates,['TP53BP1_HUMAN']
VRK2_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CHEK2_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CK1_HUMAN,phosphorylates,['TP53BP1_HUMAN']
PLK3_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CDK5_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CDK7_HUMAN,phosphorylates,['TP53BP1_HUMAN']
MAPKAPK5_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CDK5_HUMAN,phosphorylates,['TP53BP1_HUMAN']
DYRK2_HUMAN,phosphorylates,['TP53BP1_HUMAN']
HIPK2_HUMAN,phosphorylates,['TP53BP1_HUMAN']
PKC_HUMAN,phosphorylates,['TP53BP1_HUMAN']
PRKCG_HUMAN,phosphorylates,['TP53BP1_HUMAN']
TAF1_HUMAN,phosphorylates,['TP53BP1_HUMAN']
GRK5_HUMAN,phosphorylates,['TP53BP1_HUMAN']
AURKB_HUMAN,phosphorylates,['TP53BP1_HUMAN']
AURKB_HUMAN,phosphorylates,['TP53BP1_HUMAN']
AURKB_HUMAN,phosphorylates,['TP53BP1_HUMAN']
AURKA_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CDK1_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CDK2_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CK2_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CDK2_HUMAN,phosphorylates,['TP53BP1_HUMAN']
NUAK1_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CDK5_HUMAN,phosphorylates,['TP53BP1_HUMAN']
PRPK_HUMAN,phosphorylates,['TP53BP1_HUMAN']
AMPK_HUMAN,phosphorylates,['TP53BP1_HUMAN']
NUAK1_HUMAN,phosphorylates,['TP53BP1_HUMAN']
ATM_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CK1_HUMAN,phosphorylates,['TP53BP1_HUMAN']
VRK1_HUMAN,phosphorylates,['TP53BP1_HUMAN']
VRK2_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CHEK2_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CK1_HUMAN,phosphorylates,['TP53BP1_HUMAN']
PLK3_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CDK5_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CDK7_HUMAN,phosphorylates,['TP53BP1_HUMAN']
MAPKAPK5_HUMAN,phosphorylates,['TP53BP1_HUMAN']
AURKB_HUMAN,phosphorylates,['TP53BP1_HUMAN']
AURKB_HUMAN,phosphorylates,['TP53BP1_HUMAN']
AURKB_HUMAN,phosphorylates,['TP53BP1_HUMAN']
AURKA_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CDK1_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CDK2_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CK2_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CDK2_HUMAN,phosphorylates,['TP53BP1_HUMAN']
NUAK1_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CDK5_HUMAN,phosphorylates,['TP53BP1_HUMAN']
PRPK_HUMAN,phosphorylates,['TP53BP1_HUMAN']
AMPK_HUMAN,phosphorylates,['TP53BP1_HUMAN']
NUAK1_HUMAN,phosphorylates,['TP53BP1_HUMAN']
ATM_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CK1_HUMAN,phosphorylates,['TP53BP1_HUMAN']
VRK1_HUMAN,phosphorylates,['TP53BP1_HUMAN']
VRK2_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CHEK2_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CK1_HUMAN,phosphorylates,['TP53BP1_HUMAN']
PLK3_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CDK5_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CDK7_HUMAN,phosphorylates,['TP53BP1_HUMAN']
AURKB_HUMAN,phosphorylates,['TP53BP1_HUMAN']
AURKB_HUMAN,phosphorylates,['TP53BP1_HUMAN']
AURKB_HUMAN,phosphorylates,['TP53BP1_HUMAN']
AURKA_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CDK1_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CDK2_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CK2_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CDK2_HUMAN,phosphorylates,['TP53BP1_HUMAN']
NUAK1_HUMAN,phosphorylates,['TP53BP1_HUMAN']
HIPK4_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CDK5_HUMAN,phosphorylates,['TP53BP1_HUMAN']
PRPK_HUMAN,phosphorylates,['TP53BP1_HUMAN']
AMPK_HUMAN,phosphorylates,['TP53BP1_HUMAN']
NUAK1_HUMAN,phosphorylates,['TP53BP1_HUMAN']
ATM_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CK1_HUMAN,phosphorylates,['TP53BP1_HUMAN']
VRK1_HUMAN,phosphorylates,['TP53BP1_HUMAN']
VRK2_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CHEK2_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CK1_HUMAN,phosphorylates,['TP53BP1_HUMAN']
PLK3_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CDK5_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CDK7_HUMAN,phosphorylates,['TP53BP1_HUMAN']
MAPKAPK5_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CDK5_HUMAN,phosphorylates,['TP53BP1_HUMAN']
DYRK2_HUMAN,phosphorylates,['TP53BP1_HUMAN']
HIPK2_HUMAN,phosphorylates,['TP53BP1_HUMAN']
PKC_HUMAN,phosphorylates,['TP53BP1_HUMAN']
PRKCG_HUMAN,phosphorylates,['TP53BP1_HUMAN']
AURKB_HUMAN,phosphorylates,['TP53BP1_HUMAN']
AURKB_HUMAN,phosphorylates,['TP53BP1_HUMAN']
AURKB_HUMAN,phosphorylates,['TP53BP1_HUMAN']
AURKA_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CDK1_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CDK2_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CK2_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CDK2_HUMAN,phosphorylates,['TP53BP1_HUMAN']
NUAK1_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CDK5_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CDK7_HUMAN,phosphorylates,['TP53BP1_HUMAN']
MAPKAPK5_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CDK5_HUMAN,phosphorylates,['TP53BP1_HUMAN']
DYRK2_HUMAN,phosphorylates,['TP53BP1_HUMAN']
HIPK2_HUMAN,phosphorylates,['TP53BP1_HUMAN']
PKC_HUMAN,phosphorylates,['TP53BP1_HUMAN']
PRKCG_HUMAN,phosphorylates,['TP53BP1_HUMAN']
AURKA_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CDK1_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CDK2_HUMAN,phosphorylates,['TP53BP1_HUMAN']
AURKA_HUMAN,phosphorylates,['TP53BP1_HUMAN']
ABL1_HUMAN,phosphorylates,['TP53BP1_HUMAN']
ABL2_HUMAN,phosphorylates,['TP53BP1_HUMAN']
ABL1_HUMAN,phosphorylates,['TP53BP1_HUMAN']
ABL2_HUMAN,phosphorylates,['TP53BP1_HUMAN']
ABL1_HUMAN,phosphorylates,['TP53BP1_HUMAN']
ABL2_HUMAN,phosphorylates,['TP53BP1_HUMAN']
RAF_HUMAN,phosphorylates,['TP53BP1_HUMAN']
GSK3_HUMAN,phosphorylates,['TP53BP1_HUMAN']
DYRK2_HUMAN,phosphorylates,['TP53BP1_HUMAN']
GSK3_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CDK2_HUMAN,phosphorylates,['TP53BP1_HUMAN']
PIM2_HUMAN,phosphorylates,['TP53BP1_HUMAN']
MAPK_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CDK5_HUMAN,phosphorylates,['TP53BP1_HUMAN']
DYRK2_HUMAN,phosphorylates,['TP53BP1_HUMAN']
HIPK2_HUMAN,phosphorylates,['TP53BP1_HUMAN']
PKC_HUMAN,phosphorylates,['TP53BP1_HUMAN']
PRKCG_HUMAN,phosphorylates,['TP53BP1_HUMAN']
AURKB_HUMAN,phosphorylates,['TP53BP1_HUMAN']
AURKB_HUMAN,phosphorylates,['TP53BP1_HUMAN']
AURKB_HUMAN,phosphorylates,['TP53BP1_HUMAN']
AURKA_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CDK1_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CDK2_HUMAN,phosphorylates,['TP53BP1_HUMAN']
HIPK4_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CDK5_HUMAN,phosphorylates,['TP53BP1_HUMAN']
PRPK_HUMAN,phosphorylates,['TP53BP1_HUMAN']
AMPK_HUMAN,phosphorylates,['TP53BP1_HUMAN']
NUAK1_HUMAN,phosphorylates,['TP53BP1_HUMAN']
ATM_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CK1_HUMAN,phosphorylates,['TP53BP1_HUMAN']
VRK1_HUMAN,phosphorylates,['TP53BP1_HUMAN']
VRK2_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CHEK2_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CK1_HUMAN,phosphorylates,['TP53BP1_HUMAN']
PLK3_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CDK5_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CDK7_HUMAN,phosphorylates,['TP53BP1_HUMAN']
MAPKAPK5_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CDK5_HUMAN,phosphorylates,['TP53BP1_HUMAN']
DYRK2_HUMAN,phosphorylates,['TP53BP1_HUMAN']
HIPK2_HUMAN,phosphorylates,['TP53BP1_HUMAN']
PKC_HUMAN,phosphorylates,['TP53BP1_HUMAN']
PRKCG_HUMAN,phosphorylates,['TP53BP1_HUMAN']
TAF1_HUMAN,phosphorylates,['TP53BP1_HUMAN']
TAF1_HUMAN,phosphorylates,['TP53BP1_HUMAN']
GRK5_HUMAN,phosphorylates,['TP53BP1_HUMAN']
AURKB_HUMAN,phosphorylates,['TP53BP1_HUMAN']
AURKB_HUMAN,phosphorylates,['TP53BP1_HUMAN']
AURKB_HUMAN,phosphorylates,['TP53BP1_HUMAN']
AURKA_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CDK1_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CDK2_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CK2_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CDK2_HUMAN,phosphorylates,['TP53BP1_HUMAN']
NUAK1_HUMAN,phosphorylates,['TP53BP1_HUMAN']
HIPK4_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CDK5_HUMAN,phosphorylates,['TP53BP1_HUMAN']
PRPK_HUMAN,phosphorylates,['TP53BP1_HUMAN']
AMPK_HUMAN,phosphorylates,['TP53BP1_HUMAN']
NUAK1_HUMAN,phosphorylates,['TP53BP1_HUMAN']
ATM_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CK1_HUMAN,phosphorylates,['TP53BP1_HUMAN']
VRK1_HUMAN,phosphorylates,['TP53BP1_HUMAN']
VRK2_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CHEK2_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CK1_HUMAN,phosphorylates,['TP53BP1_HUMAN']
PLK3_HUMAN,phosphorylates,['TP53BP1_HUMAN']
MAPKAPK5_HUMAN,phosphorylates,['TP53BP1_HUMAN']
AURKB_HUMAN,phosphorylates,['TP53BP1_HUMAN']
AURKB_HUMAN,phosphorylates,['TP53BP1_HUMAN']
AURKB_HUMAN,phosphorylates,['TP53BP1_HUMAN']
AURKA_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CDK1_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CDK2_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CK2_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CDK2_HUMAN,phosphorylates,['TP53BP1_HUMAN']
NUAK1_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CDK5_HUMAN,phosphorylates,['TP53BP1_HUMAN']
PRPK_HUMAN,phosphorylates,['TP53BP1_HUMAN']
AMPK_HUMAN,phosphorylates,['TP53BP1_HUMAN']
NUAK1_HUMAN,phosphorylates,['TP53BP1_HUMAN']
ATM_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CK1_HUMAN,phosphorylates,['TP53BP1_HUMAN']
VRK1_HUMAN,phosphorylates,['TP53BP1_HUMAN']
VRK2_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CHEK2_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CK1_HUMAN,phosphorylates,['TP53BP1_HUMAN']
PLK3_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CDK5_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CDK7_HUMAN,phosphorylates,['TP53BP1_HUMAN']
MAPKAPK5_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CDK5_HUMAN,phosphorylates,['TP53BP1_HUMAN']
DYRK2_HUMAN,phosphorylates,['TP53BP1_HUMAN']
HIPK2_HUMAN,phosphorylates,['TP53BP1_HUMAN']
PKC_HUMAN,phosphorylates,['TP53BP1_HUMAN']
PRKCG_HUMAN,phosphorylates,['TP53BP1_HUMAN']
AURKB_HUMAN,phosphorylates,['TP53BP1_HUMAN']
AURKB_HUMAN,phosphorylates,['TP53BP1_HUMAN']
AURKB_HUMAN,phosphorylates,['TP53BP1_HUMAN']
AURKA_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CDK1_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CDK2_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CK2_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CDK2_HUMAN,phosphorylates,['TP53BP1_HUMAN']
NUAK1_HUMAN,phosphorylates,['TP53BP1_HUMAN']
HIPK4_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CDK5_HUMAN,phosphorylates,['TP53BP1_HUMAN']
PRPK_HUMAN,phosphorylates,['TP53BP1_HUMAN']
AMPK_HUMAN,phosphorylates,['TP53BP1_HUMAN']
NUAK1_HUMAN,phosphorylates,['TP53BP1_HUMAN']
ATM_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CK1_HUMAN,phosphorylates,['TP53BP1_HUMAN']
VRK1_HUMAN,phosphorylates,['TP53BP1_HUMAN']
VRK2_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CHEK2_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CK1_HUMAN,phosphorylates,['TP53BP1_HUMAN']
PLK3_HUMAN,phosphorylates,['TP53BP1_HUMAN']
AURKB_HUMAN,phosphorylates,['TP53BP1_HUMAN']
AURKB_HUMAN,phosphorylates,['TP53BP1_HUMAN']
AURKB_HUMAN,phosphorylates,['TP53BP1_HUMAN']
AURKA_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CDK1_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CDK2_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CK2_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CDK2_HUMAN,phosphorylates,['TP53BP1_HUMAN']
NUAK1_HUMAN,phosphorylates,['TP53BP1_HUMAN']
ATM_HUMAN,phosphorylates,['TP53BP1_HUMAN']
ATM_HUMAN,phosphorylates,['TP53BP1_HUMAN']
ATM_HUMAN,phosphorylates,['TP53BP1_HUMAN']
MAP3K20_HUMAN,phosphorylates,['TP53BP1_HUMAN']
PLK3_HUMAN,phosphorylates,['TP53BP1_HUMAN']
ATM_HUMAN,phosphorylates,['TP53BP1_HUMAN']
MAP3K20_HUMAN,phosphorylates,['TP53BP1_HUMAN']
PLK3_HUMAN,phosphorylates,['TP53BP1_HUMAN']
ATM_HUMAN,phosphorylates,['TP53BP1_HUMAN']
AURKA_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CHEK2_HUMAN,phosphorylates,['TP53BP1_HUMAN']
ATR_HUMAN,phosphorylates,['TP53BP1_HUMAN']
ATR_HUMAN,phosphorylates,['TP53BP1_HUMAN']
ATM_HUMAN,phosphorylates,['TP53BP1_HUMAN']
ATR_HUMAN,phosphorylates,['TP53BP1_HUMAN']
ATR_HUMAN,phosphorylates,['TP53BP1_HUMAN']
ATM_HUMAN,phosphorylates,['TP53BP1_HUMAN']
ATR_HUMAN,phosphorylates,['TP53BP1_HUMAN']
ATR_HUMAN,phosphorylates,['TP53BP1_HUMAN']
ATM_HUMAN,phosphorylates,['TP53BP1_HUMAN']
PLK3_HUMAN,phosphorylates,['TP53BP1_HUMAN']
ATM_HUMAN,phosphorylates,['TP53BP1_HUMAN']
MAP3K20_HUMAN,phosphorylates,['TP53BP1_HUMAN']
PLK3_HUMAN,phosphorylates,['TP53BP1_HUMAN']
HIPK4_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CDK5_HUMAN,phosphorylates,['TP53BP1_HUMAN']
PRPK_HUMAN,phosphorylates,['TP53BP1_HUMAN']
AMPK_HUMAN,phosphorylates,['TP53BP1_HUMAN']
NUAK1_HUMAN,phosphorylates,['TP53BP1_HUMAN']
ATM_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CK1_HUMAN,phosphorylates,['TP53BP1_HUMAN']
VRK1_HUMAN,phosphorylates,['TP53BP1_HUMAN']
VRK2_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CHEK2_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CK1_HUMAN,phosphorylates,['TP53BP1_HUMAN']
PLK3_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CDK5_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CDK7_HUMAN,phosphorylates,['TP53BP1_HUMAN']
MAPKAPK5_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CDK5_HUMAN,phosphorylates,['TP53BP1_HUMAN']
DYRK2_HUMAN,phosphorylates,['TP53BP1_HUMAN']
HIPK2_HUMAN,phosphorylates,['TP53BP1_HUMAN']
PKC_HUMAN,phosphorylates,['TP53BP1_HUMAN']
PRKCG_HUMAN,phosphorylates,['TP53BP1_HUMAN']
TAF1_HUMAN,phosphorylates,['TP53BP1_HUMAN']
TAF1_HUMAN,phosphorylates,['TP53BP1_HUMAN']
GRK5_HUMAN,phosphorylates,['TP53BP1_HUMAN']
AURKB_HUMAN,phosphorylates,['TP53BP1_HUMAN']
AURKB_HUMAN,phosphorylates,['TP53BP1_HUMAN']
AURKB_HUMAN,phosphorylates,['TP53BP1_HUMAN']
AURKA_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CDK1_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CDK2_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CK2_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CDK2_HUMAN,phosphorylates,['TP53BP1_HUMAN']
NUAK1_HUMAN,phosphorylates,['TP53BP1_HUMAN']
HIPK4_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CDK5_HUMAN,phosphorylates,['TP53BP1_HUMAN']
PRPK_HUMAN,phosphorylates,['TP53BP1_HUMAN']
AMPK_HUMAN,phosphorylates,['TP53BP1_HUMAN']
NUAK1_HUMAN,phosphorylates,['TP53BP1_HUMAN']
ATM_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CK1_HUMAN,phosphorylates,['TP53BP1_HUMAN']
VRK1_HUMAN,phosphorylates,['TP53BP1_HUMAN']
VRK2_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CHEK2_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CK1_HUMAN,phosphorylates,['TP53BP1_HUMAN']
PLK3_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CDK5_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CDK7_HUMAN,phosphorylates,['TP53BP1_HUMAN']
MAPKAPK5_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CDK5_HUMAN,phosphorylates,['TP53BP1_HUMAN']
DYRK2_HUMAN,phosphorylates,['TP53BP1_HUMAN']
HIPK2_HUMAN,phosphorylates,['TP53BP1_HUMAN']
PKC_HUMAN,phosphorylates,['TP53BP1_HUMAN']
PRKCG_HUMAN,phosphorylates,['TP53BP1_HUMAN']
AURKB_HUMAN,phosphorylates,['TP53BP1_HUMAN']
AURKB_HUMAN,phosphorylates,['TP53BP1_HUMAN']
AURKB_HUMAN,phosphorylates,['TP53BP1_HUMAN']
AURKA_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CDK1_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CDK2_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CK2_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CDK2_HUMAN,phosphorylates,['TP53BP1_HUMAN']
NUAK1_HUMAN,phosphorylates,['TP53BP1_HUMAN']
HIPK4_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CDK5_HUMAN,phosphorylates,['TP53BP1_HUMAN']
PRPK_HUMAN,phosphorylates,['TP53BP1_HUMAN']
AMPK_HUMAN,phosphorylates,['TP53BP1_HUMAN']
NUAK1_HUMAN,phosphorylates,['TP53BP1_HUMAN']
ATM_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CK1_HUMAN,phosphorylates,['TP53BP1_HUMAN']
VRK1_HUMAN,phosphorylates,['TP53BP1_HUMAN']
VRK2_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CHEK2_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CK1_HUMAN,phosphorylates,['TP53BP1_HUMAN']
PLK3_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CDK5_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CDK7_HUMAN,phosphorylates,['TP53BP1_HUMAN']
MAPKAPK5_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CDK5_HUMAN,phosphorylates,['TP53BP1_HUMAN']
DYRK2_HUMAN,phosphorylates,['TP53BP1_HUMAN']
HIPK2_HUMAN,phosphorylates,['TP53BP1_HUMAN']
PKC_HUMAN,phosphorylates,['TP53BP1_HUMAN']
PRKCG_HUMAN,phosphorylates,['TP53BP1_HUMAN']
AURKB_HUMAN,phosphorylates,['TP53BP1_HUMAN']
AURKB_HUMAN,phosphorylates,['TP53BP1_HUMAN']
AURKB_HUMAN,phosphorylates,['TP53BP1_HUMAN']
AURKA_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CDK1_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CDK2_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CK2_HUMAN,phosphorylates,['TP53BP1_HUMAN']
CDK2_HUMAN,phosphorylates,['TP53BP1_HUMAN']
